filename,entropy,block-frequency,chi-square,label
0010-docx.docx.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.958236615,0.011615558,227,1
0010-jpg-fromweb.jpg.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.953128027,0.250047511,258.875,1
0010-pdf.pdf.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.963019979,0.472201902,209.25,1
0010-pptx.pptx.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.957008114,0.24751431,237.5,1
0010-xlsx.xlsx.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.951324068,0.341663904,278.25,1
0011-doc.doc.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.953627606,0.836556788,260.25,1
0011-docx.docx.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.952285585,0.744304703,265.125,1
0011-jpg-fromweb.jpg.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.954390294,0.363856002,256.875,1
0011-pdf.pdf.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.954445482,0.982063724,251.375,1
0011-xls.xls.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.9582827,0.202587461,238.625,1
0011-xlsx.xlsx.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.963605044,0.53580598,205.25,1
0012-doc.doc.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.961709793,0.081542547,214,1
0012-docx.docx.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.960161504,0.894279644,224.125,1
0012-jpg-fromweb.jpg.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.954896187,0.230992843,255.375,1
0012-pdf.pdf.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.9506413,0.125583748,279.625,1
0012-xls.xls.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.956395232,0.411579721,238,1
0012-xlsx.xlsx.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.953407471,0.701929532,264.625,1
0013-doc.doc.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.962551094,0.738245553,208,1
0013-docx.docx.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.95120844,0.25993242,276.125,1
0013-jpg-fromweb.jpg.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.945110912,0.526946106,311.75,1
0013-pdf.pdf.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.958208816,0.187394038,234.5,1
0013-xls.xls.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.956452579,0.956052757,243.375,1
0013-xlsx.xlsx.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.95785581,0.00524421,239.875,1
0014-doc.doc.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.950905648,0.880606546,272.25,1
0014-docx.docx.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.954768213,0.580084296,254.375,1
0014-jpg-fromweb.jpg.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.959634378,0.688041619,227.5,1
0014-pdf.pdf.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.952830668,0.741946016,260.875,1
0014-xls.xls.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.95207164,0.382422727,265,1
0014-xlsx.xlsx.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.960096311,0.930758969,225.5,1
0015-doc.doc.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.95023087,0.126490462,277.125,1
0015-docx.docx.id-0481FA80.[paymentbtc@firemail.cc].cmb,7.962015653,0.669479622,212.125,1
0001-doc.doc.id[0481FA80-1096].[lockhelp@qq.com].acute,7.954614209,0.942677863,252,1
0001-docx.docx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.954165384,0.886440727,259.375,1
0001-jpg-fromweb.jpg.id[0481FA80-1096].[lockhelp@qq.com].acute,7.956396472,0.3394712,245.375,1
0001-pdf.pdf.id[0481FA80-1096].[lockhelp@qq.com].acute,7.958248034,0.846033537,230.5,1
0001-pptx.pptx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.953929234,0.538649971,256.875,1
0001-xls.xls.id[0481FA80-1096].[lockhelp@qq.com].acute,7.956124938,0.988906319,243.625,1
0001-xlsx.xlsx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.951982367,0.370006014,267,1
0002-doc.doc.id[0481FA80-1096].[lockhelp@qq.com].acute,7.958453094,0.250471159,231.75,1
0002-jpg-fromweb.jpg.id[0481FA80-1096].[lockhelp@qq.com].acute,7.955210425,0.581023205,253.625,1
0002-pptx.pptx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.950728106,0.712779121,272.375,1
0002-xls.xls.id[0481FA80-1096].[lockhelp@qq.com].acute,7.948452744,0.92144835,285.25,1
0002-xlsx.xlsx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.954494726,0.224967768,252.375,1
0003-doc.doc.id[0481FA80-1096].[lockhelp@qq.com].acute,7.955360042,0.453098078,253.25,1
0003-docx.docx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.946987675,0.123984329,289.625,1
0003-jpg-fromweb.jpg.id[0481FA80-1096].[lockhelp@qq.com].acute,7.947602733,0.635358224,289.875,1
0003-pdf.pdf.id[0481FA80-1096].[lockhelp@qq.com].acute,7.949210489,0.829431115,290.125,1
0003-xls.xls.id[0481FA80-1096].[lockhelp@qq.com].acute,7.957720694,0.592687913,238,1
0003-xlsx.xlsx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.955930695,0.174930769,244.75,1
0004-doc.doc.id[0481FA80-1096].[lockhelp@qq.com].acute,7.950112717,0.823414185,277.75,1
0004-docx.docx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.957188859,0.098595685,242,1
0004-jpg-fromweb.jpg.id[0481FA80-1096].[lockhelp@qq.com].acute,7.947970765,0.15811708,297,1
0004-xls.xls.id[0481FA80-1096].[lockhelp@qq.com].acute,7.94747426,0.733539789,290.375,1
0004-xlsx.xlsx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.953040768,0.230607011,260.75,1
0005-docx.docx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.959838632,0.184575076,224.25,1
0005-jpg-fromweb.jpg.id[0481FA80-1096].[lockhelp@qq.com].acute,7.957827667,0.769178483,238,1
0005-pptx.pptx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.950799837,0.15811708,271.25,1
0005-xls.xls.id[0481FA80-1096].[lockhelp@qq.com].acute,7.957638053,0.960982136,238.375,1
0005-xlsx.xlsx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.951589592,0.058606013,274,1
0006-doc.doc.id[0481FA80-1096].[lockhelp@qq.com].acute,7.951638926,0.244577789,267.375,1
0006-docx.docx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.956991006,0.617668996,238.875,1
0006-jpg-fromweb.jpg.id[0481FA80-1096].[lockhelp@qq.com].acute,7.952244276,0.04127373,265.875,1
0006-xlsx.xlsx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.955040751,0.783531651,253.625,1
0007-doc.doc.id[0481FA80-1096].[lockhelp@qq.com].acute,7.95674873,0.105527279,239,1
0007-docx.docx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.952488326,0.012733519,271.25,1
0007-jpg-fromweb.jpg.id[0481FA80-1096].[lockhelp@qq.com].acute,7.952656074,0.690058424,264.625,1
0007-pdf.pdf.id[0481FA80-1096].[lockhelp@qq.com].acute,7.957396853,0.538020177,238.25,1
0007-pptx.pptx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.957481721,0.565086988,240.75,1
0007-xlsx.xlsx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.949575095,0.801388955,285.875,1
0008-doc.doc.id[0481FA80-1096].[lockhelp@qq.com].acute,7.961258628,0.35673251,213,1
0008-docx.docx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.95495604,0.140081176,254.625,1
0008-jpg-fromweb.jpg.id[0481FA80-1096].[lockhelp@qq.com].acute,7.967744392,0.444934644,182.625,1
0008-pdf.pdf.id[0481FA80-1096].[lockhelp@qq.com].acute,7.956526224,0.539204518,248.375,1
0008-xlsx.xlsx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.958747834,0.032419653,230.375,1
0009-doc.doc.id[0481FA80-1096].[lockhelp@qq.com].acute,7.954708536,0.617440108,254,1
0009-docx.docx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.949273298,0.391512321,287.25,1
0009-jpg-fromweb.jpg.id[0481FA80-1096].[lockhelp@qq.com].acute,7.95417611,0.331774267,261.875,1
0009-pdf.pdf.id[0481FA80-1096].[lockhelp@qq.com].acute,7.955597441,0.871485509,247.875,1
0009-pptx.pptx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.956145448,0.536359567,247.5,1
0009-xlsx.xlsx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.948906491,0.756219686,281.75,1
0010-doc.doc.id[0481FA80-1096].[lockhelp@qq.com].acute,7.957125202,0.06237733,245.375,1
0010-docx.docx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.950054733,0.931785962,278,1
0010-jpg-fromweb.jpg.id[0481FA80-1096].[lockhelp@qq.com].acute,7.955463793,0.957545536,249,1
0010-pdf.pdf.id[0481FA80-1096].[lockhelp@qq.com].acute,7.960321747,0.243325528,220.125,1
0010-pptx.pptx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.962331728,0.386808197,216.125,1
0010-xlsx.xlsx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.951864374,0.884421118,263.5,1
0011-doc.doc.id[0481FA80-1096].[lockhelp@qq.com].acute,7.958394154,0.881990201,234.375,1
0011-docx.docx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.947756479,0.336011714,287.125,1
0011-jpg-fromweb.jpg.id[0481FA80-1096].[lockhelp@qq.com].acute,7.956285611,0.571281479,241.75,1
0011-pdf.pdf.id[0481FA80-1096].[lockhelp@qq.com].acute,7.957649299,0.8002475,243.875,1
0011-xls.xls.id[0481FA80-1096].[lockhelp@qq.com].acute,7.955570942,0.578830092,248,1
0011-xlsx.xlsx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.958543706,0.566870887,233.875,1
0012-doc.doc.id[0481FA80-1096].[lockhelp@qq.com].acute,7.952439479,0.413544808,279.25,1
0012-docx.docx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.955306875,0.543639719,254.125,1
0012-jpg-fromweb.jpg.id[0481FA80-1096].[lockhelp@qq.com].acute,7.963299111,0.965585126,207.375,1
0012-pdf.pdf.id[0481FA80-1096].[lockhelp@qq.com].acute,7.956245624,0.519230178,246,1
0012-xls.xls.id[0481FA80-1096].[lockhelp@qq.com].acute,7.958002906,0.718625793,238.25,1
0012-xlsx.xlsx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.953883847,0.288964979,253.25,1
0013-doc.doc.id[0481FA80-1096].[lockhelp@qq.com].acute,7.954941708,0.834958905,257.5,1
0013-docx.docx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.950127611,0.088721107,278,1
0013-jpg-fromweb.jpg.id[0481FA80-1096].[lockhelp@qq.com].acute,7.951376134,0.751195577,277.125,1
0013-pdf.pdf.id[0481FA80-1096].[lockhelp@qq.com].acute,7.959413006,0.045078902,225.125,1
0013-xls.xls.id[0481FA80-1096].[lockhelp@qq.com].acute,7.951832294,0.878518071,272,1
0013-xlsx.xlsx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.958246912,0.94594364,231.5,1
0014-doc.doc.id[0481FA80-1096].[lockhelp@qq.com].acute,7.95330449,0.575686132,263.875,1
0014-docx.docx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.951726106,0.620128975,268,1
0014-jpg-fromweb.jpg.id[0481FA80-1096].[lockhelp@qq.com].acute,7.957917324,0.574585556,234.375,1
0014-pdf.pdf.id[0481FA80-1096].[lockhelp@qq.com].acute,7.956821512,0.673088636,247.375,1
0014-xls.xls.id[0481FA80-1096].[lockhelp@qq.com].acute,7.956044651,0.495390712,242,1
0014-xlsx.xlsx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.951379482,0.747515118,267.5,1
0015-doc.doc.id[0481FA80-1096].[lockhelp@qq.com].acute,7.955896937,0.424946645,248.5,1
0015-docx.docx.id[0481FA80-1096].[lockhelp@qq.com].acute,7.952117343,0.538573659,266.625,1
0001-doc.doc.basta,5.89215263,0,86727.25,1
0001-docx.docx.basta,6.92183794,0,51367.25,1
0001-jpg-fromweb.jpg.basta,7.912180609,3.36E-60,539,1
0001-pdf.pdf.basta,7.797019208,3.32E-31,1555.375,1
0001-pptx.pptx.basta,6.882584852,0,54246.5,1
0001-xls.xls.basta,5.999898424,0,82664.625,1
0001-xlsx.xlsx.basta,7.078620911,0,40072.875,1
0002-doc.doc.basta,5.846464241,0,89250.375,1
0002-docx.docx.basta,7.148927774,0,35325.875,1
0002-jpg-fromweb.jpg.basta,7.587452904,0,8352.625,1
0002-pdf.pdf.basta,7.936659021,3.63E-31,361.25,1
0002-pptx.pptx.basta,7.041354517,0,39415.75,1
0002-xls.xls.basta,5.87087447,0,98499.125,1
0002-xlsx.xlsx.basta,6.860046099,0,55995.25,1
0003-doc.doc.basta,5.928396445,0,87156.125,1
0003-docx.docx.basta,6.873159913,0,54947.75,1
0003-jpg-fromweb.jpg.basta,7.748687324,1.86E-238,3058.375,1
0003-pdf.pdf.basta,7.809657237,1.79E-14,1556.25,1
0003-pptx.pptx.basta,7.023286152,0,41130.5,1
0003-xlsx.xlsx.basta,6.831623047,0,56591.5,1
0004-doc.doc.basta,6.27320206,0,36669.25,1
0004-docx.docx.basta,6.949100738,0,49029.875,1
0004-jpg-fromweb.jpg.basta,7.611306188,0,7690.125,1
0004-pdf.pdf.basta,7.660854527,8.96E-178,3317,1
0004-pptx.pptx.basta,7.179151898,0,33303.125,1
0004-xls.xls.basta,5.861271122,0,101850.5,1
0004-xlsx.xlsx.basta,6.868241875,0,53989.125,1
0005-doc.doc.basta,5.88405391,0,103715,1
0005-docx.docx.basta,6.956115678,0,48490,1
0005-jpg-fromweb.jpg.basta,7.907546155,1.29E-52,625.5,1
0005-pdf.pdf.basta,7.777730949,3.39E-30,1853.5,1
0005-pptx.pptx.basta,7.187235906,0,32597,1
0005-xls.xls.basta,5.894900992,0,69877.875,1
0005-xlsx.xlsx.basta,6.847754537,0,55843.25,1
0006-doc.doc.basta,5.892376614,0,86792.375,1
0006-docx.docx.basta,6.849408371,0,57054.25,1
0006-jpg-fromweb.jpg.basta,7.925546784,1.09E-56,464.875,1
0006-pdf.pdf.basta,7.241785805,0,11036.875,1
0006-pptx.pptx.basta,7.073174931,0,38044.625,1
0006-xls.xls.basta,5.841995763,0,112178.875,1
0006-xlsx.xlsx.basta,6.854811409,0,54708,1
0007-doc.doc.basta,5.266074108,0,169105.75,1
0007-docx.docx.basta,6.905534874,0,52407.375,1
0007-jpg-fromweb.jpg.basta,7.919099825,1.67E-76,516,1
0007-pdf.pdf.basta,7.730336333,6.38E-64,2131.125,1
0007-pptx.pptx.basta,7.027549444,0,39911.625,1
0007-xls.xls.basta,5.883754496,0,106115,1
0007-xlsx.xlsx.basta,6.823520162,0,58197.875,1
0008-doc.doc.basta,5.943083929,0,87434.5,1
0008-docx.docx.basta,6.910542109,0,51954.125,1
0008-jpg-fromweb.jpg.basta,7.829706041,5.43E-232,1700.25,1
0008-pdf.pdf.basta,7.915480693,4.22E-05,536.625,1
0008-pptx.pptx.basta,7.040223829,0,40169.75,1
0008-xls.xls.basta,5.860965101,0,104201.75,1
0008-xlsx.xlsx.basta,6.852682541,0,54509.125,1
0009-doc.doc.basta,5.914242185,0,86667.25,1
0009-docx.docx.basta,7.184663096,0,32939.625,1
0009-jpg-fromweb.jpg.basta,7.816589842,5.22E-189,2115,1
0009-pdf.pdf.basta,7.277695563,0,10450,1
0009-pptx.pptx.basta,6.969514511,0,45439.375,1
0009-xls.xls.basta,5.861552789,0,113180.25,1
0009-xlsx.xlsx.basta,6.856173468,0,55153.125,1
0010-doc.doc.basta,5.92316913,0,88400.625,1
0010-docx.docx.basta,6.971018278,0,47801.625,1
0010-jpg-fromweb.jpg.basta,7.921050329,1.47E-66,495,1
0010-pdf.pdf.basta,7.926704836,0.000422852,451.5,1
0010-pptx.pptx.basta,6.809732412,0,59048.125,1
0010-xls.xls.basta,5.856363819,0,114515.125,1
0010-xlsx.xlsx.basta,6.878605554,0,54704.5,1
0011-doc.doc.basta,6.029881851,0,80441,1
0011-docx.docx.basta,6.968495196,0,46692.375,1
0011-jpg-fromweb.jpg.basta,7.93618158,3.68E-08,410.5,1
0011-pdf.pdf.basta,7.113802486,0,15917.5,1
0011-pptx.pptx.basta,7.152305341,0,34621,1
0011-xls.xls.basta,5.820626036,0,99522.5,1
0011-xlsx.xlsx.basta,6.866872884,0,55974.75,1
0012-doc.doc.basta,6.411450976,0,31972.125,1
0012-docx.docx.basta,6.894797202,0,53091.125,1
0012-jpg-fromweb.jpg.basta,7.932192256,3.79E-08,449.875,1
0012-pdf.pdf.basta,6.624014759,2.14E-246,28694.25,1
0012-pptx.pptx.basta,6.797388776,0,59251.875,1
0012-xls.xls.basta,5.706906808,0,101272,1
0012-xlsx.xlsx.basta,6.977543463,0,46754.625,1
0013-doc.doc.basta,5.962726977,0,85661.5,1
0013-docx.docx.basta,6.863092802,0,55763.75,1
0013-jpg-fromweb.jpg.basta,7.924952901,4.62E-08,498.875,1
0013-pdf.pdf.basta,7.914683248,0.037844246,546.625,1
0013-pptx.pptx.basta,7.206482684,0,29295.5,1
0013-xls.xls.basta,5.725618075,0,103296.375,1
0013-xlsx.xlsx.basta,6.858033462,0,54795.25,1
0014-doc.doc.basta,5.968260133,0,86812.375,1
0014-docx.docx.basta,6.897656175,0,53300.625,1
0014-jpg-fromweb.jpg.basta,7.912304763,1.77E-55,603.5,1
0014-pdf.pdf.basta,7.806989093,4.00E-13,1592.5,1
0014-pptx.pptx.basta,7.299614228,0,25646.125,1
0014-xls.xls.basta,5.726339295,0,101077.25,1
0014-xlsx.xlsx.basta,6.858739978,0,54681,1
0015-doc.doc.basta,5.974838028,0,87818.25,1
0015-docx.docx.basta,6.941736738,0,49168.75,1
0001-js.js,4.535060773,6.23E-26,9221.964205,0
0002-js.js,4.582270924,9.66E-25,9041.413993,0
0003-js.js,4.667186863,2.89E-134,37757.19837,0
0004-js.js,4.619908467,4.38E-120,33804.26678,0
0005-js.js,4.746484297,2.25E-100,39998.32754,0
0006-js.js,4.617731943,6.18E-43,17627.15629,0
0007-js.js,4.61436015,6.66E-43,17826.77095,0
0008-js.js,4.726724866,4.61E-21,12954.64413,0
0009-js.js,4.818055172,7.70E-31,17374.87407,0
0010-js.js,4.685823645,7.18E-21,9550.78801,0
0011-js.js,4.875029184,1.68E-13,10738.13486,0
0012-js.js,5.348667071,0.999998661,28558.25,0
0013-js.js,4.68464291,3.62E-216,77091.375,0
0014-js.js,4.664557279,5.33E-20,10272.6672,0
0015-js.js,4.703617991,3.72E-87,34207.09293,0
0016-js.js,4.684160296,5.71E-20,10116.98368,0
0017-js.js,4.942054794,2.76E-32,22820.54825,0
0018-js.js,4.622540012,8.00E-13,9905.3,0
0019-js.js,4.968302532,5.96E-31,22667.47703,0
0020-js.js,4.688001322,5.42E-50,20701.41817,0
0021-js.js,4.791754462,3.26E-36,15966.15264,0
0022-js.js,4.835086563,1,41161,0
0023-js.js,4.502261783,2.89E-41,11186.40073,0
0024-js.js,4.574949406,8.53E-31,9075.863365,0
0025-js.js,4.54229115,1.13E-28,7183.367726,0
0026-js.js,4.735087161,2.68E-87,24443.49768,0
0027-js.js,4.654399774,1.43E-28,12052.33333,0
0028-js.js,4.796699868,1,43806,0
0029-js.js,4.789988945,4.08E-28,13032.46626,0
0030-js.js,4.83008936,5.09E-24,11978.03074,0
0031-js.js,4.867616073,3.05E-10,10715.93277,0
0032-js.js,4.77680684,5.15E-60,18450.27136,0
0033-js.js,4.780066282,5.07E-56,19944.6973,0
0034-js.js,4.849247806,1.69E-14,8347.2,0
0035-js.js,4.806614991,6.13E-30,16005.74543,0
0036-js.js,4.809755781,0.999999996,42297.125,0
0037-js.js,4.760292903,1.41E-10,8641.331395,0
0038-js.js,4.761127562,1.70E-11,8890.492465,0
0039-js.js,4.736858553,2.87E-11,9716.591199,0
0040-js.js,4.76272457,2.10E-12,9388.196129,0
0041-js.js,4.854301366,0.000329406,5252.720955,0
0042-js.js,4.744811867,2.95E-09,9739.704929,0
0043-js.js,4.839148523,0.001140698,9197.465909,0
0044-js.js,4.805611129,1,42934.5,0
0045-js.js,4.868013463,0.002070258,5212.536063,0
0046-js.js,4.791948331,0.049090784,4789.658875,0
0047-js.js,4.637333017,4.18E-22,9334.204472,0
0048-js.js,4.664771324,8.26E-06,4551.151851,0
0049-js.js,4.818252102,1,42297.25,0
0050-js.js,4.603646575,5.67E-44,10853.48672,0
0051-js.js,4.843232708,1.33E-11,7179.719203,0
0052-js.js,4.732052946,6.75E-34,17663.09415,0
0053-js.js,4.779357716,2.98E-53,16077.70124,0
0054-js.js,4.755359892,4.59E-25,11503.22561,0
0055-js.js,4.907517506,5.37E-51,18147.02291,0
0056-js.js,4.702051231,2.81E-14,10062.2935,0
0057-js.js,4.61361637,4.93E-97,36828.37505,0
0058-js.js,4.658914567,3.60E-16,10200.71164,0
0059-js.js,4.747839481,0.000812242,8355.007731,0
0060-js.js,4.657364971,2.20E-59,25002.41667,0
0061-js.js,4.722721596,8.36E-13,8891.603554,0
0062-js.js,4.69960364,0.003909826,6300.984765,0
0063-js.js,4.724456699,8.67E-31,11207.58696,0
0064-js.js,5.016749345,7.56E-08,6777.063772,0
0065-js.js,4.628238634,1.40E-134,48303.61494,0
0066-js.js,5.083062596,1.73E-10,8267.956192,0
0067-js.js,4.937113729,1.01E-124,49329.875,0
0068-js.js,4.759466706,5.60E-07,12767.13203,0
0069-js.js,4.774558209,4.18E-13,13053.08824,0
0070-js.js,4.527430901,1.43E-29,9037.288119,0
0071-js.js,4.669229631,1.13E-31,12005.56243,0
0072-js.js,5.306665608,0.999999886,28709.375,0
0073-js.js,5.320135089,0.999991477,31833,0
0074-js.js,5.613999965,0.999984221,24018.5,0
